unique_key,created_date,closed_date,resolution_action_updated_date,status,status_notes,agency_name,category,complaint_type,descriptor,incident_address,supervisor_district,neighborhood,location,source,media_url,latitude,longitude,police_district
1004901,2011-11-15 14:33:58 UTC,2011-11-16 09:02:14 UTC,2011-11-16 09:02:14 UTC,Closed,METER SERVICED,DPT Meter_Bike Queue,Graffiti,Graffiti on Parking_meter,Parking_meter - Not_Offensive,Intersection of BATTERY ST and GREENWICH ST,3,Northern Waterfront,POINT (-122.40197754 37.80323792),Phone,,37.803237915039,-122.401977539063,CENTRAL
1091042,2012-03-23 21:36:01 UTC,2012-04-06 11:12:01 UTC,2012-04-06 11:12:01 UTC,Closed,,DPW Ops Queue,Illegal Postings,Illegal Posting - Posted_on_Traffic_Light,Posted_on_Traffic_Light,Intersection of ARGUELLO BLVD and EUCLID AVE,2,Laurel Heights / Jordan Park,POINT (-122.45904541 37.78382492),Web,,37.783824920654,-122.459045410156,RICHMOND
1047058,2012-01-19 13:05:24 UTC,2012-01-19 14:12:10 UTC,2012-01-19 14:12:10 UTC,Closed,,DPW Ops Queue,Street and Sidewalk Cleaning,Street and Sidewalk Cleaning Request,,Intersection of 23RD AVE and LAKE ST,2,Lake Street,POINT (-122.48300171 37.78583527),Phone,,37.785835266113,-122.483001708984,RICHMOND
1055683,2012-02-01 09:18:19 UTC,2012-02-03 04:33:04 UTC,2012-02-03 04:33:04 UTC,Closed,,DPW - Bureau of Street Use and Mapping - G,General Request - PUBLIC WORKS,followup_request,bsm - followup_request,"151 TOWNSEND ST, SAN FRANCISCO, CA, 94107",6,South Beach,POINT (-122.39167023 37.77950668),Phone,,37.77950668335,-122.391670227051,SOUTHERN
1135721,2012-05-31 13:53:45 UTC,2012-06-27 08:15:39 UTC,2012-06-27 08:15:39 UTC,Closed,resolved:,DPW Ops Queue,Litter Receptacles,New_Litter_Receptacle,Prior_can,Intersection of FRONT ST and PACIFIC AVE,3,Northern Waterfront,POINT (-122.39968872 37.79780579),Phone,,37.797805786133,-122.399688720703,CENTRAL
975444,2011-10-03 10:12:05 UTC,2011-10-04 15:10:47 UTC,2011-10-04 15:10:47 UTC,Closed,,DPW Ops Queue,Street and Sidewalk Cleaning,Street and Sidewalk Cleaning Request,,"1645 WALLER ST, SAN FRANCISCO, CA, 94117",5,Cole Valley,POINT (-122.45120239 37.76837921),Phone,,37.768379211426,-122.451202392578,PARK
1126946,2012-05-18 14:26:37 UTC,2013-02-05 17:46:57 UTC,2013-02-05 17:46:57 UTC,Closed,,Housing Authority SR Queue,SFHA Requests,Steam Fitter,Steam Fitter - Urgent,"50 BROOKDALE AVE, SAN FRANCISCO, CA, 94134",10,Sunnydale,POINT (-122.41999817 37.71210098),Phone,,37.712100982666,-122.419998168945,INGLESIDE
1740601,2012-11-30 11:45:42 UTC,2013-09-12 15:07:28 UTC,2013-09-12 15:07:28 UTC,Closed,,DPT SignShop Surveyed - Area 2 Queue,Sign Repair,Sign Repair - Loose,Street_Cleaning - Loose; support - OK,"130 SUTRO HEIGHTS AVE, SAN FRANCISCO, CA, 94121",1,Sutro Heights,POINT (-122.50868225 37.77623367),Phone,,37.776233673096,-122.508682250977,RICHMOND
1176235,2012-07-27 12:30:43 UTC,2012-07-30 07:16:31 UTC,2012-07-30 07:16:31 UTC,Closed,resolved:,DPW Ops Queue,Street and Sidewalk Cleaning,Street and Sidewalk Cleaning Request,,"105 CONRAD ST, SAN FRANCISCO, CA, 94131",8,Glen Park,POINT (-122.43616486 37.73729324),Phone,,37.737293243408,-122.436164855957,INGLESIDE
1802293,2012-12-19 13:48:08 UTC,2013-01-07 07:44:07 UTC,2013-01-07 07:44:07 UTC,Closed,Nothing  found,DPT SignShop Surveyed - Area 2 Queue,Sign Repair,Sign - Bent,Other - Bent; support - Other,Intersection of HAZELWOOD AVE and MANGELS AVE,7,Westwood Highlands,POINT (-122.45526123 37.73292542),Web,,37.732925415039,-122.455261230469,INGLESIDE
1889101,2013-01-13 08:04:05 UTC,2013-01-17 09:24:53 UTC,2013-01-17 09:24:53 UTC,Closed,resolved:,DPW Ops Queue,Illegal Postings,Illegal Posting - Posted_Over_70_Days,Posted_Over_70_Days,Intersection of CALIFORNIA ST and JORDAN AVE,2,Laurel Heights / Jordan Park,POINT (-122.45696259 37.78596497),Web,,37.78596496582,-122.456962585449,RICHMOND
1886195,2013-01-12 09:36:23 UTC,2013-01-29 08:02:18 UTC,2013-01-29 08:02:18 UTC,Closed,,SFMTA - Temporary Sign Request Queue,Temporary Sign Request,Temporary Sign Request for Other_Event_Type,60 ft zone requested from 01/22/2013 to 01/22/2013,"185 BELVEDERE ST, SAN FRANCISCO, CA, 94117",5,Cole Valley,POINT (-122.44927216 37.76722336),Phone,,37.767223358154,-122.449272155762,PARK
1764956,2012-12-07 08:47:06 UTC,2013-02-04 15:37:55 UTC,2013-02-04 15:37:55 UTC,Closed,,DPT SignShop 10 Queue,Sign Repair,Sign Repair - Other,Street_Name - Other; support - OK,Intersection of 3RD ST and EVANS AVE,10,Central Waterfront,POINT (-122.38792419 37.74270248),Phone,,37.742702484131,-122.387924194336,BAYVIEW
1174817,2012-07-25 15:19:37 UTC,2012-07-27 10:42:17 UTC,2012-07-27 10:42:17 UTC,Closed,"Healthy Housing & Vectors Control Program, DPHs Olga Jaurigui, Inspectors 415-252-3881",DPH - Environmental Health - G,Residential Building Request,Building - Infestation_Rodent_Insect,Infestation_Rodent_Insect,"315 MAGELLAN AVE, SAN FRANCISCO, CA, 94116",7,Forest Hill,POINT (-122.46248627 37.74557877),Web,,37.745578765869,-122.46248626709,TARAVAL
1707886,2012-11-21 08:08:29 UTC,,2012-11-28 13:12:48 UTC,Open,Open,DPW - Bureau of Street Use and Mapping - G,Residential Building Request,Building - Noise_Caused_by_Building_Systems,Noise_Caused_by_Building_Systems,"77 WALLER ST, SAN FRANCISCO, CA, 94102",8,Mint Hill,POINT (-122.42481232 37.77170944),Web,,37.771709442139,-122.424812316895,PARK
1813526,2012-12-23 09:30:28 UTC,2012-12-23 21:01:31 UTC,2012-12-23 21:01:31 UTC,Closed,"resolved: Field Work has been completed plugged cbvac water to get to cb. Used Johnson bar for assistance to remove grate. Vac'd to invert. Flushed lead to ensure line segment functioning correctly. Relieved cb, line open.",DPW Ops Queue,Catch Basin Maintenance,Catch_Basin_Other,Catch_Basin_Other,Intersection of EVANS AVE and MENDELL ST,10,India Basin,POINT (-122.38470459 37.74089813),Integrated Agency,,37.740898132324,-122.384704589844,BAYVIEW
2579484,2013-07-08 12:37:37 UTC,2013-07-16 10:07:41 UTC,2013-07-16 10:07:41 UTC,Closed,resolved:,DPW Ops Queue,Illegal Postings,Illegal Postings - No_Posting_Date,No_Posting_Date on Sidewalk,"43 TOPAZ WAY, SAN FRANCISCO, CA, 94131",8,Diamond Heights,POINT (-122.43699646 37.74224091),Phone,,37.742240905762,-122.436996459961,INGLESIDE
2602305,2013-07-15 11:01:52 UTC,2013-07-15 11:37:33 UTC,2013-07-15 11:37:33 UTC,Closed,See notes.,311 Supervisor Queue,Litter Receptacles,City_Can_Other,Other_enter_additional_details_below,Intersection of DIVISADERO ST and LOMBARD ST,2,Cow Hollow,POINT (-122.44264984 37.79899979),Phone,,37.798999786377,-122.442649841309,NORTHERN
2619255,2013-07-19 11:11:38 UTC,2013-11-14 13:03:55 UTC,2013-11-14 13:03:55 UTC,Closed,,Housing Authority SR Queue,SFHA Requests,Steam Fitter,Steam Fitter - Urgent,"1077 OAKDALE AVE, SAN FRANCISCO, CA, 94124",10,Hunters Point,POINT (-122.38096619 37.7291069),Phone,,37.729106903076,-122.380966186523,BAYVIEW
2009797,2013-02-12 22:46:37 UTC,2013-02-13 07:20:59 UTC,2013-02-13 07:20:59 UTC,Closed,"Complaint No. 201387503 filed with the Dept. of Building Inspection. To view status, visit our website www.sfdbi.org, contact the Housing Inspection Division 415 558-6220",DBI Housing Inspection Queue,Residential Building Request,Building - Paint_Peeling,Paint_Peeling,"430 VALLEJO ST, SAN FRANCISCO, CA, 94133",3,Telegraph Hill,POINT (-122.40461731 37.79924011),Web,,37.799240112305,-122.40461730957,CENTRAL
3187400,2013-12-20 14:03:12 UTC,2013-12-22 22:05:57 UTC,2013-12-22 22:05:57 UTC,Closed,resolved:,DPW Ops Queue,Illegal Postings,Illegal Postings - No_Posting_Date,No Posting Date,Intersection of LOCUST ST and SACRAMENTO ST,2,Presidio Heights,POINT (-122.45201133 37.78747626),Mobile/Open311,http://mobile311.sfgov.org/reports/3187400/photos,37.787476256525,-122.45201133203,RICHMOND
2746179,2013-08-23 10:39:14 UTC,2013-09-04 06:20:48 UTC,2013-09-04 06:20:48 UTC,Closed,resolved:,DPW Ops Queue,Litter Receptacles,Litter_Receptacle_Request_New_Removal,N/A,Intersection of APTOS AVE and UPLAND DR,7,Balboa Terrace,POINT (-122.46625519 37.73032761),Phone,,37.730327606201,-122.466255187988,TARAVAL
3254769,2014-01-09 22:32:21 UTC,2014-01-10 14:20:44 UTC,2014-01-10 14:20:44 UTC,Closed,resolved:,DPW Ops Queue,Litter Receptacles,Tipped_over,N/A,Intersection of TENNESSEE ST and 20TH ST,10,Dogpatch,POINT (-122.38948519 37.76043414),Integrated Agency,,37.760434135164,-122.389485190982,BAYVIEW
3333279,2014-02-03 12:24:04 UTC,2016-11-15 01:18:20 UTC,2016-11-15 01:18:20 UTC,Closed,No Action Described,DPW BSM Queue,Street Defects,Utility_Excavation,Utility_Excavation,Intersection of 21ST AVE and LAKE ST,2,Lake Street,POINT (-122.48085785 37.78593445),Phone,,37.785934448242,-122.480857849121,RICHMOND
3102598,2013-11-25 14:55:53 UTC,2013-12-05 06:13:29 UTC,2013-12-05 06:13:29 UTC,Closed,resolved:,DPW Ops Queue,Graffiti,Graffiti on Bridge,Bridge - Not_Offensive,Intersection of FAITH ST and HOLLADAY AVE,9,Peralta Heights,POINT (-122.40603671 37.74407618),Phone,,37.744076181504,-122.406036710715,INGLESIDE
3117878,2013-11-30 19:17:27 UTC,2013-12-06 16:01:44 UTC,2013-12-06 16:01:44 UTC,Closed,12/6/2013 - INSTALLED HPS BALLAST.  P#241,PUC Streetlights Queue,Streetlights,Streetlight - Light_Dim,Light_Dim on Metal Pole,"2395 OCEAN AVE, SAN FRANCISCO, CA, 94127",7,Ingleside Terraces,POINT (-122.46955872 37.72990799),Web,,37.729907989502,-122.46955871582,TARAVAL
3190274,2013-12-21 14:13:28 UTC,2014-01-12 13:19:52 UTC,2014-01-12 13:19:52 UTC,Closed,resolved:,DPW Ops Queue,Illegal Postings,Illegal Postings - No_Posting_Date,No Posting Date,Intersection of CALIFORNIA ST and LOCUST ST,2,Laurel Heights / Jordan Park,POINT (-122.45181623 37.78667353),Mobile/Open311,,37.786673527549,-122.45181622719,RICHMOND
2906144,2013-10-04 10:40:01 UTC,2013-10-08 04:44:13 UTC,2013-10-08 04:44:13 UTC,Closed,resolved: Duplicate See RFA 21134593 -,DPW BSM Queue,Sidewalk or Curb,sidewalk_other,sidewalk_other,Intersection of 23RD ST and GRAND VIEW AVE,8,Upper Market,POINT (-122.44252972 37.75240721),Mobile/Open311,http://mobile311.sfgov.org/reports/2906144/photos,37.752407207015,-122.442529723181,MISSION
3041208,2013-11-08 01:41:36 UTC,2013-11-08 05:46:13 UTC,2013-11-08 05:46:13 UTC,Closed,HIS Complaint No. 201335862 has been filed with Housing Inspection Division.  There was a complaint filed regarding Heating on 11/4/2013.  Inspection was made.,DBI Housing Inspection Queue,Residential Building Request,Building - Heat_Lack_of_Heat,Heat_Lack_of_Heat,"310 ARBALLO DR, SAN FRANCISCO, CA, 94132",7,Parkmerced,POINT (-122.48316193 37.72046661),Phone,,37.72046661377,-122.48316192627,TARAVAL
2903310,2013-10-03 14:19:57 UTC,2013-10-03 16:59:55 UTC,2013-10-03 16:59:55 UTC,Closed,RCS to DTIS submitted on SR 2904136,311 Service Request Queue,311 External Request,Utility Lines/Wires,Utility Lines/Wires,"150 SURREY ST, SAN FRANCISCO, CA, 94131",8,Glen Park,POINT (-122.4349823 37.73579788),Phone,,37.73579788208,-122.434982299805,INGLESIDE
3684055,2014-05-28 11:28:23 UTC,2014-10-24 12:20:24 UTC,2014-10-24 12:20:24 UTC,Closed,repaired,DPT Meter_Bike Queue,Graffiti,Graffiti on Parking_meter,Parking_meter - Offensive,"3500 GEARY BLVD, SAN FRANCISCO, CA, 94118",2,Laurel Heights / Jordan Park,POINT (-122.45676077 37.78166982),Mobile/Open311,http://mobile311.sfgov.org/reports/3684055/photos,37.781669818831,-122.456760769824,RICHMOND
3410973,2014-02-28 11:50:53 UTC,2014-03-07 11:26:12 UTC,2014-03-07 11:26:12 UTC,Closed,resolved:,DPW Ops Queue,Illegal Postings,Illegal Postings - No_Posting_Date,No Posting Date,"1046 LAKE ST, SAN FRANCISCO, CA, 94118",2,Presidio Terrace,POINT (-122.47057251 37.78652827),Mobile/Open311,http://mobile311.sfgov.org/reports/3410973/photos,37.78652827306,-122.47057250898,RICHMOND
3426180,2014-03-05 11:49:10 UTC,2014-04-01 12:54:42 UTC,2014-04-01 12:54:42 UTC,Closed,,DPT SignShop Surveyed - Area 1 Queue,Sign Repair,Sign - Turned,Street_Cleaning - Turned; support - Other,"2350 GREEN ST, SAN FRANCISCO, CA, 94123",2,Cow Hollow,POINT (-122.43779831 37.79589539),Phone,,37.795895391176,-122.437798310468,NORTHERN
3765824,2014-06-23 12:23:15 UTC,2014-10-08 10:56:42 UTC,2014-10-08 10:56:42 UTC,Closed,repaired,DPT Meter_Bike Queue,Graffiti,Graffiti on Parking_meter,Parking_meter - Not_Offensive,"721 DAVIS ST, SAN FRANCISCO, CA, 94111",3,Northern Waterfront,POINT (-122.398946 37.7993),Mobile/Open311,http://mobile311.sfgov.org/reports/3765824/photos,37.7993,-122.398946,CENTRAL
3641488,2014-05-14 10:55:47 UTC,2014-05-17 09:12:02 UTC,2014-05-17 09:12:02 UTC,Closed,"HIS Complaint Number: 201473258, this was attached to an open complaint.  To view status go to our website www.sfdbi.org",DBI Housing Inspection Queue,Residential Building Request,Building - Mold_and_Mildew,Mold_and_Mildew,"108 WALNUT ST, SAN FRANCISCO, CA, 94118",2,Presidio Heights,POINT (-122.44895935 37.79027176),Phone,,37.790271759033,-122.448959350586,RICHMOND
3750337,2014-06-17 18:56:34 UTC,2014-06-22 09:46:22 UTC,2014-06-22 09:46:22 UTC,Closed,resolved: 10-98,DPW Ops Queue,Illegal Postings,Illegal Posting - Posted_on_Traffic_Light,Posted_on_Traffic_Light,Intersection of 17TH ST and CLAYTON ST,5,Ashbury Heights,POINT (-122.44678497 37.76177979),Web,,37.761779785156,-122.446784973145,PARK
4368995,2015-01-06 19:43:58 UTC,2015-01-08 12:00:00 UTC,2015-01-08 12:00:00 UTC,Closed,"resolved: this is an IDC project, 14EXC-7017. Alex Hong. Plates already removed - this is an IDC project, 14EXC-7017. Alex Hong. Plates already removed",DPW BSM Queue,Street Defects,Construction_Plate_Shifted,Construction_Plate_Shifted,Intersection of LAKE ST and 5TH AVE,2,Presidio Terrace,POINT (-122.46361861 37.78671926),Phone,,37.786719262733,-122.463618606734,RICHMOND
3921384,2014-08-16 08:30:15 UTC,2015-12-15 14:02:02 UTC,2015-12-15 14:02:02 UTC,Closed,This property is no longer managed by the SF Housing Authority.,Housing Authority SR Queue,SFHA Requests,Steam Fitter,Steam Fitter - Emergency,"146 APPLETON AVE, SAN FRANCISCO, CA, 94110",9,Holly Park,POINT (-122.42205811 37.73782349),Phone,,37.737823486328,-122.422058105469,INGLESIDE
4313643,2014-12-18 08:55:55 UTC,2014-12-18 09:38:44 UTC,2014-12-18 09:38:44 UTC,Closed,,DPT SignShop 07 Queue,Sign Repair,Sign Repair - Bent,Stop - Bent; support - Bent,Intersection of VASQUEZ AVE and GARCIA AVE,7,Laguna Honda,POINT (-122.45921263 37.74526975),Phone,,37.745269749089,-122.459212625285,TARAVAL
4086881,2014-10-08 08:55:24 UTC,2014-10-09 06:13:57 UTC,2014-10-09 06:13:57 UTC,Closed,,Clear Channel - Transit Queue,Damaged Property,Damaged Transit_Shelter_Platform_Hazardous,Transit_Shelter_Platform_Hazardous,Intersection of GEARY BLVD and WEBSTER ST,5,Japantown,POINT (-122.43120693 37.78456812),Phone,,37.784568116004,-122.431206932165,NORTHERN
4163418,2014-10-31 10:57:33 UTC,,2015-06-29 10:47:22 UTC,Open,accepted,PUC Streetlights Queue,Streetlights,Streetlight - Other_Request_New_Streetlight,Other_Request_New_Streetlight on Unknown Pole,Intersection of DIXIE ALY and GRAND VIEW AVE,8,Upper Market,POINT (-122.4418869 37.75336456),Phone,,37.753364562988,-122.441886901855,MISSION
4203120,2014-11-12 15:58:16 UTC,2014-11-13 01:29:00 UTC,2014-11-13 01:29:00 UTC,Closed,resolved: 10-98,DPW Ops Queue,Illegal Postings,Illegal Postings - No_Posting_Date,No Posting Date,"682 CLIPPER ST, SAN FRANCISCO, CA, 94114",8,Upper Market,POINT (-122.44001667 37.748555),Mobile/Open311,http://mobile311.sfgov.org/reports/4203120/photos,37.748555,-122.440016666667,MISSION
4228718,2014-11-20 17:08:24 UTC,2015-05-12 15:13:35 UTC,2015-05-12 15:13:35 UTC,Closed,,DPT Meter_Bike Queue,Graffiti,Graffiti on Bike_rack,Bike_rack - Offensive,Intersection of LOMBARD ST and SCOTT ST,2,Cow Hollow,POINT (-122.440979 37.79921341),Web,,37.799213409424,-122.440979003906,NORTHERN
4116121,2014-10-16 15:34:58 UTC,2015-05-14 14:17:45 UTC,2015-05-14 14:17:45 UTC,Closed,,DPT Meter_Bike Queue,Graffiti,Graffiti on Parking_meter,Parking_meter - Offensive,Intersection of GEARY BLVD and STANYAN BLVD,1,Laurel Heights / Jordan Park,POINT (-122.45629883 37.7813797),Web,,37.781379699707,-122.456298828125,RICHMOND
4372114,2015-01-07 16:22:43 UTC,2015-01-08 06:40:22 UTC,2015-01-08 06:40:22 UTC,Closed,resolved: 10-98,DPW Ops Queue,Illegal Postings,Illegal Postings - Posted_Over_70_Days,Posted Over 70 Days,"223 SPRUCE ST, SAN FRANCISCO, CA, 94118",2,Presidio Heights,POINT (-122.45388833 37.78864667),Mobile/Open311,http://mobile311.sfgov.org/reports/4372114/photos,37.788646666667,-122.453888333333,RICHMOND
4655467,2015-04-11 11:35:37 UTC,2015-04-17 09:07:32 UTC,2015-04-17 09:07:32 UTC,Closed,,DPT SignShop Surveyed - Area 2 Queue,Sign Repair,Sign - Bent,Permit_Parking - Bent; support - OK,"295 STONECREST DR, SAN FRANCISCO, CA, 94132",7,Stonestown,POINT (-122.47378475 37.72529331),Mobile/Open311,http://mobile311.sfgov.org/reports/4655467/photos,37.725293305738,-122.473784750442,TARAVAL
4571611,2015-03-13 09:25:47 UTC,2015-03-13 10:10:38 UTC,2015-03-13 10:10:38 UTC,Closed,,Clear Channel - Transit Queue,Damaged Property,Damaged Transit_Shelter_Platform_Hazardous,Transit_Shelter_Platform_Hazardous,Intersection of RANDOLPH ST and ARCH ST,11,Merced Heights,POINT (-122.46709562 37.71427076),Phone,,37.714270761513,-122.467095624173,TARAVAL
4471051,2015-02-07 20:44:06 UTC,2017-11-20 16:30:37 UTC,2017-11-20 16:30:37 UTC,Closed,Work Completed,Housing Authority SR Queue,SFHA Requests,Painting,Painting - Routine,"1512 SUNNYDALE AVE, SAN FRANCISCO, CA, 94134",10,Sunnydale,POINT (-122.41600037 37.7120018),Phone,,37.712001800537,-122.416000366211,INGLESIDE
4635843,2015-04-04 08:53:18 UTC,2015-12-15 15:31:35 UTC,2015-12-15 15:31:35 UTC,Closed,This property is no longer managed by the SF Housing Authority.,Housing Authority SR Queue,SFHA Requests,Steam Fitter,Steam Fitter - Urgent,"255 WOODSIDE AVE, Apt 415, SAN FRANCISCO, CA, 94127",7,Laguna Honda,POINT (-122.45500183 37.7466011),Phone,,37.746601104736,-122.455001831055,PARK
4452308,2015-02-02 14:44:21 UTC,2015-02-03 16:49:44 UTC,2015-02-03 16:49:44 UTC,Closed,"BID Complaint No. 201523662 has been filed with DBI (415) 558-6570 on 2/2/2015.  To view the status, please visit our website at www.sfdbi.org",DBI Support Services Queue,General Request - BUILDING INSPECTION,compliment,dbi_other - compliment,"1201 TENNESSEE ST, SAN FRANCISCO, CA, 94107",10,Dogpatch,POINT (-122.38858362 37.75600134),Phone,,37.756001344978,-122.388583623475,BAYVIEW
4619710,2015-03-30 10:39:02 UTC,2017-02-02 01:12:14 UTC,2017-02-02 01:12:14 UTC,Closed,"sidewalk made safe Plywood and barricades at driveway. - Per research, NTR# 1025826 was issued 1/30/15 by Inspector MP(JV)  Contacted SFWD?CDD and PUC Sewer requesting leak detection. (JV)",DPW BSM Queue,Street Defects,Utility_Excavation,Utility_Excavation,"70 FARRAGUT AVE, SAN FRANCISCO, CA, 94112",11,Outer Mission,POINT (-122.450175 37.710876),Mobile/Open311,http://mobile311.sfgov.org/reports/4619710/photos,37.710876,-122.450175,INGLESIDE
4701886,2015-04-28 08:38:02 UTC,,2015-04-28 11:59:52 UTC,Open,new,SFFD Other Queue,Graffiti,Graffiti on Fire_hydrant,Fire_hydrant - Offensive,"4328 17TH ST, SAN FRANCISCO, CA, 94114",8,Corona Heights,POINT (-122.44114721 37.76238972),Mobile/Open311,http://mobile311.sfgov.org/reports/4701886/photos,37.762389723247,-122.441147212053,PARK
5186446,2015-10-14 07:24:58 UTC,2016-04-22 12:00:00 UTC,2016-04-22 12:00:00 UTC,Closed,Damaged sidewalk -  NTR: 1049384 X1104: 1049385 ASAPX1104: 1059734,DPW BSM Queue,Sidewalk or Curb,Public_Stairway_Defect,Public_Stairway_Defect,"877 FOERSTER ST, SAN FRANCISCO, CA, 94127",7,Miraloma Park,POINT (-122.44733355 37.73617098),Phone,,37.736170981119,-122.447333550052,INGLESIDE
4874345,2015-07-02 09:00:32 UTC,2015-07-06 12:00:00 UTC,2015-07-06 12:00:00 UTC,Closed,resolved: no condition found - no action taken,DPW BSM Queue,Street Defects,Utility_Excavation,Utility_Excavation,Intersection of ILLINOIS ST and 22ND ST,10,Dogpatch,POINT (-122.38731384 37.75799942),Web,,37.757999420166,-122.387313842773,BAYVIEW
5006211,2015-08-17 11:43:42 UTC,2015-08-24 11:34:10 UTC,2015-08-24 11:34:10 UTC,Closed,"Consumer Protection, Foods Safety Progra,, DPHs 415-252-3804",DPH - Environmental Health - G,Residential Building Request,Building - Electrical_Non_Hazard,Electrical_Non_Hazard,"2499 LOMBARD ST, SAN FRANCISCO, CA, 94123",2,Cow Hollow,POINT (-122.44232941 37.7988739),Web,,37.798873901367,-122.442329406738,NORTHERN
